Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYADAR49,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,8.0,0.0,2.75,2.0,0.0,1.67,1.33,1.67,1.57,At-risk
FKAYADAR50,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,0.0,5.0,2.0,6.0,4.0,4.0,6.0,0.0,0.0,7.0,0.0,4.75,2.5,2.33,3.67,1.0,2.33,2.76,Below Average
FKAYADAR51,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,10.0,0.0,5.5,3.0,3.0,2.0,1.0,4.0,3.08,Average
FKAYADAR05,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,6.0,5.0,0.0,9.0,0.0,3.75,2.25,0.33,2.0,2.67,1.0,2.0,Below Average
FKAYADAR52,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,0.0,6.0,3.0,6.0,2.0,0.0,7.0,0.0,3.25,2.25,1.0,4.0,1.67,4.0,2.7,Below Average
FKAYADAR53,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,10.0,1.5,4.0,3.0,3.67,1.0,2.0,2.53,Below Average
FKAYADAR54,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,10.0,0.0,4.0,1.5,3.67,4.0,0.0,3.67,2.81,Below Average
FKAYADAR56,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,6.0,0.0,3.75,0.75,0.0,1.67,3.0,2.67,1.97,At-risk
FKAYADAR55,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At-risk
FKAYADAR57,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,9.0,0.0,4.5,3.0,3.67,3.0,2.0,2.0,3.03,Average
FKAYADAR58,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,5.0,0.0,6.0,3.0,4.0,3.0,0.0,8.0,0.0,3.5,3.0,2.0,3.33,2.0,3.0,2.8,Below Average
FKAYADAR59,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,7.0,2.0,4.0,3.33,2.33,3.0,2.67,2.89,Below Average
FKAYADAR60,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,8.0,0.0,4.25,2.5,3.0,2.33,1.0,4.0,2.85,Below Average
FKAYADAR61,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,5.0,9.0,0.0,4.75,3.0,3.33,1.33,2.0,4.33,3.12,Average
FKAYADAR06,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,9.0,0.0,4.75,3.0,1.0,3.33,1.0,1.33,2.4,Below Average
FKAYADAR62,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.67,0.0,0.0,0.19,At-risk
FKAYADAR63,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.5,0.67,0.0,0.0,0.0,0.44,At-risk
FKAYADAR64,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At-risk
FKAYADAR65,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,0.5,0.0,0.0,0.33,0.0,0.35,At-risk
FKAYADAR66,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.12,At-risk
FKAYADAR68,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.12,At-risk
FKAYADAR69,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,6.0,0.0,6.0,0.0,0.0,10.0,2.75,5.5,4.0,1.0,2.0,4.0,3.21,Average
FKAYADAR70,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.22,At-risk
FKAYASYR04,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.75,0.0,0.0,0.0,0.67,0.32,At-risk
FKAYAMMR10,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,10.0,0.0,4.5,2.25,0.67,2.0,0.0,1.67,1.85,At-risk
FKAYADAR07,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,5.0,4.0,0.0,0.0,8.0,0.0,2.75,1.75,2.33,2.33,1.0,3.0,2.19,Below Average
FKAYADAR08,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,10.0,0.0,5.5,3.0,4.0,4.0,0.0,4.0,3.42,Average
FKAYADAR09,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0,5.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,9.0,1.5,5.0,3.0,4.0,1.0,3.67,3.03,Average
FKAYADAR10,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ101,Arabic Short Story,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,6.0,0.0,6.0,5.0,6.0,0.0,0.0,8.0,0.0,3.5,3.0,1.67,3.0,1.0,4.0,2.7,Below Average
FKAYADAR19,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,5.0,5.0,0.0,6.0,5.0,0.0,9.0,2.25,5.0,2.67,2.0,4.0,3.67,3.26,Average
FKAYADAR20,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,8.0,0.0,2.75,2.0,2.0,3.0,2.33,2.01,Below Average
FKAYADAR22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,0.0,0.0,5.0,0.0,6.0,6.0,0.0,7.0,0.75,1.75,2.67,2.0,4.0,6.0,2.86,Below Average
FKAYADAR23,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,10.0,1.5,5.5,3.0,4.0,4.0,4.0,3.67,Average
FKAYADAR24,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,10.0,3.0,4.75,3.0,2.0,4.0,4.0,3.46,Average
FKAYADAR25,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,6.0,6.0,0.0,4.0,0.0,0.0,1.5,1.75,4.0,3.0,2.0,3.33,2.6,Below Average
FKAYADAR26,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,5.0,3.0,0.0,4.0,0.0,4.0,5.0,0.0,7.0,1.5,3.0,3.33,2.0,2.33,4.67,2.8,Below Average
FKAYADAR27,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,0.0,5.0,0.0,5.0,6.0,0.0,8.0,1.75,2.5,2.67,1.0,3.67,4.67,2.71,Below Average
FKAYADAR30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,8.0,1.0,3.25,3.33,2.0,1.0,1.0,1.93,At-risk
FKAYADAR31,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,0.0,5.0,6.0,6.0,5.0,0.0,9.0,3.0,3.0,3.67,4.0,4.0,5.67,3.89,Average
FKAYADAR01,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,5.0,5.0,0.0,6.0,5.0,0.0,9.0,2.25,5.0,2.67,2.0,4.0,3.67,3.26,Average
FKAYADAR32,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,5.0,0.0,6.0,4.0,0.0,6.0,1.0,2.5,1.67,0.0,3.0,3.67,1.97,At-risk
FKAYADAR33,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,1.25,2.0,4.0,4.0,4.0,4.0,3.21,Average
FKAYADAR34,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,5.0,3.0,5.0,4.0,0.0,7.0,2.5,2.5,2.67,3.0,3.67,4.0,3.06,Average
FKAYADAR35,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.75,At-risk
FKAYADAR39,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,1.0,0.0,0.0,0.38,At-risk
FKAYADAR41,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.0,10.0,1.5,4.75,3.0,3.67,2.67,5.67,3.54,Average
FKAYADAR42,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,0.0,7.0,1.0,2.75,3.67,1.67,1.33,4.0,2.4,Below Average
FKAYADAR43,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,0.0,8.0,2.0,4.0,2.67,3.33,3.0,5.67,3.44,Average
FKAYADAR45,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,0.0,8.0,0.0,4.5,1.5,2.33,2.67,4.0,4.0,3.17,Average
FKAYADAR46,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,6.0,5.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,10.0,3.0,4.0,3.0,3.0,4.0,5.67,3.78,Average
FKAYADAR04,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,0.0,6.0,6.0,6.0,5.0,0.0,8.0,2.75,2.75,4.0,4.0,4.0,5.67,3.86,Average
FKAYADAR51,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,9.0,1.5,3.0,4.0,4.0,2.0,5.67,3.36,Average
FKAYADAR52,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,4.0,6.0,0.0,4.0,4.0,9.0,9.0,5.25,3.25,3.0,0.0,2.33,3.33,2.86,Below Average
FKAYADAR54,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,5.0,6.0,6.0,5.0,0.0,10.0,0.75,3.25,2.67,3.0,4.0,3.67,2.89,Below Average
FKAYADAR55,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,5.0,0.0,6.0,6.0,0.0,8.0,1.0,2.5,3.33,1.0,2.0,5.33,2.53,Below Average
FKAYADAR56,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,6.0,3.0,6.0,6.0,6.0,0.0,7.0,0.75,4.75,2.0,4.0,2.0,5.0,3.08,Average
FKAYADAR57,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,1.5,4.25,3.0,2.0,1.0,1.67,2.24,Below Average
FKAYADAR58,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,0.0,3.0,6.0,5.0,5.0,4.0,0.0,9.0,0.75,3.5,3.0,2.67,3.67,4.33,2.99,Below Average
FKAYADAR60,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,0.0,9.0,2.25,4.5,2.67,3.67,2.67,5.67,3.57,Average
FKAYADAR61,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,8.0,3.0,5.0,2.0,4.0,2.0,4.0,3.33,Average
FKAYADAR64,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,1.25,2.25,2.67,1.0,0.0,1.33,1.42,At-risk
FKAYADAR05,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,3.0,1.0,2.0,2.0,1.33,1.72,At-risk
FKAYADAR65,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5,0.75,0.67,1.67,1.0,0.0,0.76,At-risk
FKAYADAR67,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,5.0,4.0,7.0,0.0,1.75,1.75,2.33,0.0,2.67,3.0,1.92,At-risk
FKAYADAR69,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0,3.0,1.5,3.0,4.0,2.0,2.0,2.58,Below Average
FKAYADAR08,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,8.0,2.25,3.5,3.0,4.0,4.0,4.0,3.46,Average
FKAYADAR09,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,5.0,0.0,6.0,0.0,5.0,6.0,0.0,10.0,2.75,4.0,3.0,2.0,2.67,6.0,3.4,Average
FKAYADAR14,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,9.0,3.0,5.25,4.0,4.0,0.0,4.0,3.38,Average
FKAYADAR16,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,5.0,7.0,0.0,2.75,2.0,1.0,1.0,3.0,4.33,2.35,Below Average
FKAYADAR17,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,1.5,2.0,2.0,2.0,2.67,2.03,Below Average
FKAYADAR18,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1CJ102,Modern Arabic Poetry,3.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,0.0,8.0,1.75,5.0,3.33,3.33,3.33,5.33,3.68,Average
FKAYADAR34,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0,5.0,2.0,6.0,8.0,0.0,,,,2.67,1.33,2.67,4.0,1.0,4.0,2.61,Below Average
FKAYADAR35,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,7.0,4.0,2.0,2.0,2.0,0.0,0.0,,,,1.0,0.67,1.0,1.0,0.67,5.5,1.64,At-risk
FKAYADAR36,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,2.0,6.0,10.0,0.0,,,,2.33,1.67,3.0,3.33,0.67,6.0,2.83,Below Average
FKAYADAR38,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,4.0,4.0,6.0,0.0,4.0,,,,2.67,2.33,2.33,0.0,2.0,6.0,2.56,Below Average
FKAYADAR39,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,6.0,0.0,3.0,,,,1.33,1.0,2.33,0.0,1.0,6.0,1.94,At-risk
FKAYADAR40,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,10.0,0.0,,,,3.33,1.33,2.33,3.33,0.0,6.0,2.72,Below Average
FKAYADAR41,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,6.0,6.0,6.0,4.0,6.0,10.0,0.0,,,,3.33,2.67,2.33,4.33,0.67,6.0,3.22,Average
FKAYADAR42,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",ARA1FA102(1),Basic Arabic Language Skills,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,4.0,6.0,10.0,0.0,,,,3.33,2.67,2.33,4.67,1.33,6.0,3.39,Average
